1.4736E+12,53523,1900,Udp,216,216,8,0,1
1.4736E+12,53523,1900,Udp,216,216,8,0,1
1.4736E+12,53523,1900,Udp,216,216,8,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,443,63846,Tcp,54,54,5,0,1
1.4736E+12,63846,443,Tcp,54,54,5,0,1
1.4736E+12,443,63846,Tcp,54,54,5,0,1
1.4736E+12,80,61265,Tcp,54,54,5,0,1
1.4736E+12,61265,80,Tcp,54,54,5,0,1
1.4736E+12,80,61265,Tcp,54,54,5,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,443,63846,Tcp,54,54,5,0,1
1.4736E+12,63846,443,Tcp,54,54,5,0,1
1.4736E+12,443,63846,Tcp,54,54,5,0,1
1.4736E+12,80,61265,Tcp,54,54,5,0,1
1.4736E+12,61265,80,Tcp,54,54,5,0,1
1.4736E+12,80,61265,Tcp,54,54,5,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,0.0.0.0,0.0.0.0,Arp,42,42,6,0,1
1.4736E+12,56753,5355,Udp,84,84,8,0,1
1.4736E+12,56753,5355,Udp,64,64,8,0,1
1.4736E+12,56753,5355,Udp,84,84,8,0,1
1.4736E+12,61599,5355,Udp,84,84,8,0,1
1.4736E+12,56753,5355,Udp,64,64,8,0,1
1.4736E+12,61599,5355,Udp,84,84,8,0,1
1.4736E+12,61599,5355,Udp,64,64,8,0,1
1.4736E+12,61599,5355,Udp,64,64,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,56753,5355,Udp,84,84,8,0,1
1.4736E+12,56753,5355,Udp,84,84,8,0,1
1.4736E+12,56753,5355,Udp,64,64,8,0,1
1.4736E+12,61599,5355,Udp,84,84,8,0,1
1.4736E+12,56753,5355,Udp,64,64,8,0,1
1.4736E+12,61599,5355,Udp,84,84,8,0,1
1.4736E+12,61599,5355,Udp,64,64,8,0,1
1.4736E+12,61599,5355,Udp,64,64,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,137,137,Udp,92,92,8,0,1
1.4736E+12,137,137,Udp,90,90,8,0,1
1.4736E+12,137,137,Udp,90,90,8,0,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,90,90,6,4,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,64307,5355,Udp,95,95,8,0,1
1.4736E+12,64307,5355,Udp,75,75,8,0,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,90,90,6,4,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,64307,5355,Udp,95,95,8,0,1
1.4736E+12,64307,5355,Udp,75,75,8,0,1
1.4736E+12,63507,3702,Udp,1247,1247,8,0,1
1.4736E+12,63507,3702,Udp,1247,1247,8,0,1
1.4736E+12,63506,3702,Udp,1119,1119,8,0,1
1.4736E+12,63506,3702,Udp,1119,1119,8,0,1
1.4736E+12,55777,1900,Udp,179,179,8,0,1
1.4736E+12,55777,1900,Udp,179,179,8,0,1
1.4736E+12,49236,5357,Tcp,86,86,8,0,1
1.4736E+12,5357,49236,Tcp,86,86,8,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,63506,3702,Udp,1119,1119,8,0,1
1.4736E+12,63507,3702,Udp,1247,1247,8,0,1
1.4736E+12,49237,5357,Tcp,86,86,8,0,1
1.4736E+12,5357,49237,Tcp,86,86,8,0,1
1.4736E+12,49237,5357,Tcp,74,74,5,0,1
1.4736E+12,49236,5357,Tcp,86,86,8,0,1
1.4736E+12,5357,49236,Tcp,86,86,8,0,1
1.4736E+12,49236,5357,Tcp,1047,1047,5,0,1
1.4736E+12,5357,49236,Tcp,1514,1514,5,0,1
1.4736E+12,5357,49236,Tcp,985,985,5,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,64307,5355,Udp,95,95,8,0,1
1.4736E+12,64307,5355,Udp,75,75,8,0,1
1.4736E+12,49237,5357,Tcp,1047,1047,5,0,1
1.4736E+12,5357,49237,Tcp,1514,1514,5,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,5357,49237,Tcp,985,985,5,0,1
1.4736E+12,63506,3702,Udp,1119,1119,8,0,1
1.4736E+12,49237,5357,Tcp,74,74,5,0,1
1.4736E+12,63507,3702,Udp,1247,1247,8,0,1
1.4736E+12,49237,5357,Tcp,86,86,8,0,1
1.4736E+12,5357,49237,Tcp,86,86,8,0,1
1.4736E+12,49237,5357,Tcp,74,74,5,0,1
1.4736E+12,49236,5357,Tcp,1047,1047,5,0,1
1.4736E+12,5357,49236,Tcp,1514,1514,5,0,1
1.4736E+12,5357,49236,Tcp,985,985,5,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,64307,5355,Udp,95,95,8,0,1
1.4736E+12,64307,5355,Udp,75,75,8,0,1
1.4736E+12,49237,5357,Tcp,1047,1047,5,0,1
1.4736E+12,5357,49237,Tcp,1514,1514,5,0,1
1.4736E+12,5357,49237,Tcp,985,985,5,0,1
1.4736E+12,49237,5357,Tcp,74,74,5,0,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,90,90,6,4,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,54,54,6,4,1
1.4736E+12,49238,5357,Tcp,66,66,8,0,1
1.4736E+12,5357,49236,Tcp,74,74,5,0,1
1.4736E+12,192.168.1.6,224.0.0.22,IP,90,90,6,4,1
1.4736E+12,5357,49238,Tcp,66,66,8,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,49238,5357,Tcp,66,66,8,0,1
1.4736E+12,49238,5357,Tcp,54,54,5,0,1
1.4736E+12,5357,49236,Tcp,74,74,5,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,5357,49238,Tcp,66,66,8,0,1
1.4736E+12,49238,5357,Tcp,54,54,5,0,1
1.4736E+12,49236,5357,Tcp,74,74,5,0,1
1.4736E+12,49238,5357,Tcp,1011,1011,5,0,1
1.4736E+12,49237,5357,Tcp,74,74,5,0,1
1.4736E+12,49239,5357,Tcp,66,66,8,0,1
1.4736E+12,5357,49238,Tcp,1514,1514,5,0,1
1.4736E+12,5357,49238,Tcp,945,945,5,0,1
1.4736E+12,49238,5357,Tcp,54,54,5,0,1
1.4736E+12,5357,49239,Tcp,66,66,8,0,1
1.4736E+12,49239,5357,Tcp,54,54,5,0,1
1.4736E+12,5357,49237,Tcp,74,74,5,0,1
