time,source,destination,protocol,length,caplen,hlen,version,output 
1474222956931,"443","51785",Tcp,1454,1454,5,0,0
1474222956931,"51785","443",Tcp,54,54,5,0,0
1474222956933,"443","51785",Tcp,1454,1454,5,0,0
1474222956934,"443","51785",Tcp,1454,1454,5,0,0
1474222956934,"51785","443",Tcp,54,54,5,0,0
1474222956936,"443","51785",Tcp,1454,1454,5,0,0
1474222956936,"443","51785",Tcp,1454,1454,5,0,0
1474222956936,"51785","443",Tcp,54,54,5,0,0
1474222956937,"443","51785",Tcp,1454,1454,5,0,0
1474222956938,"443","51785",Tcp,1454,1454,5,0,0
1474222956938,"51785","443",Tcp,54,54,5,0,0
1474222956939,"443","51785",Tcp,1454,1454,5,0,0
1474222956941,"443","51785",Tcp,1454,1454,5,0,0
1474222956941,"51785","443",Tcp,54,54,5,0,0
1474222956942,"443","51785",Tcp,1454,1454,5,0,0
1474222956943,"443","51785",Tcp,1454,1454,5,0,0
1474222956943,"51785","443",Tcp,54,54,5,0,0
1474222956945,"443","51785",Tcp,1420,1420,5,0,0
1474222956977,"51785","443",Tcp,54,54,5,0,0
1474222956996,"443","51785",Tcp,1074,1074,5,0,0
1474222957031,"51785","443",Tcp,54,54,5,0,0
1474222957087,"443","51797",Tcp,359,359,5,0,0
1474222957091,"443","51782",Tcp,85,85,5,0,0
1474222957091,"443","51782",Tcp,60,60,5,0,0
1474222957091,"51782","443",Tcp,54,54,5,0,0
1474222957092,"443","51796",Tcp,329,329,5,0,0
1474222957094,"443","51782",Tcp,60,60,5,0,0
1474222957097,"51782","443",Tcp,54,54,5,0,0
1474222957144,"51796","443",Tcp,54,54,5,0,0
1474222957183,"443","51785",Tcp,1454,1454,5,0,0
1474222957183,"443","51785",Tcp,183,183,5,0,0
1474222957183,"51785","443",Tcp,54,54,5,0,0
1474222957185,"443","51785",Tcp,1454,1454,5,0,0
1474222957185,"443","51785",Tcp,1295,1295,5,0,0
1474222957185,"51785","443",Tcp,54,54,5,0,0
1474222957186,"443","51785",Tcp,1454,1454,5,0,0
1474222957187,"443","51785",Tcp,1454,1454,5,0,0
1474222957188,"51785","443",Tcp,54,54,5,0,0
1474222957189,"443","51785",Tcp,1454,1454,5,0,0
1474222957190,"443","51785",Tcp,1454,1454,5,0,0
1474222957190,"51785","443",Tcp,54,54,5,0,0
1474222957191,"443","51785",Tcp,1454,1454,5,0,0
1474222957192,"443","51785",Tcp,1454,1454,5,0,0
1474222957192,"51785","443",Tcp,54,54,5,0,0
1474222957194,"443","51785",Tcp,1454,1454,5,0,0
1474222957195,"443","51785",Tcp,1454,1454,5,0,0
1474222957195,"51785","443",Tcp,54,54,5,0,0
1474222957196,"443","51785",Tcp,1454,1454,5,0,0
1474222957196,"443","51785",Tcp,1315,1315,5,0,0
1474222957196,"51785","443",Tcp,54,54,5,0,0
1474222957198,"443","51785",Tcp,1454,1454,5,0,0
1474222957199,"443","51785",Tcp,1302,1302,5,0,0
1474222957200,"51785","443",Tcp,54,54,5,0,0
1474222957201,"443","51785",Tcp,1454,1454,5,0,0
1474222957201,"443","51785",Tcp,183,183,5,0,0
1474222957201,"51785","443",Tcp,54,54,5,0,0
1474222957202,"443","51785",Tcp,1454,1454,5,0,0
1474222957203,"443","51785",Tcp,1302,1302,5,0,0
1474222957203,"51785","443",Tcp,54,54,5,0,0
1474222957203,"443","51785",Tcp,1454,1454,5,0,0
1474222957205,"443","51785",Tcp,1454,1454,5,0,0
1474222957205,"51785","443",Tcp,54,54,5,0,0
1474222957206,"443","51785",Tcp,1454,1454,5,0,0
1474222957207,"443","51785",Tcp,1454,1454,5,0,0
1474222957207,"51785","443",Tcp,54,54,5,0,0
1474222957209,"443","51785",Tcp,1454,1454,5,0,0
1474222957250,"443","51785",Tcp,1454,1454,5,0,0
1474222957250,"51785","443",Tcp,54,54,5,0,0
1474222957250,"443","51785",Tcp,1454,1454,5,0,0
1474222957252,"443","51785",Tcp,1454,1454,5,0,0
1474222957252,"51785","443",Tcp,54,54,5,0,0
1474222957253,"443","51785",Tcp,1454,1454,5,0,0
1474222957254,"443","51785",Tcp,1454,1454,5,0,0
1474222957254,"51785","443",Tcp,54,54,5,0,0
1474222957257,"443","51785",Tcp,1454,1454,5,0,0
1474222957258,"443","51785",Tcp,1454,1454,5,0,0
1474222957258,"51785","443",Tcp,54,54,5,0,0
1474222957258,"443","51785",Tcp,1454,1454,5,0,0
1474222957260,"443","51785",Tcp,1454,1454,5,0,0
1474222957260,"51785","443",Tcp,54,54,5,0,0
1474222957260,"443","51785",Tcp,1454,1454,5,0,0
1474222957262,"443","51785",Tcp,1454,1454,5,0,0
1474222957262,"51785","443",Tcp,54,54,5,0,0
1474222957263,"443","51785",Tcp,1454,1454,5,0,0
1474222957264,"443","51785",Tcp,1454,1454,5,0,0
1474222957264,"51785","443",Tcp,54,54,5,0,0
1474222957264,"443","51785",Tcp,1454,1454,5,0,0
1474222957266,"443","51785",Tcp,1454,1454,5,0,0
1474222957266,"51785","443",Tcp,54,54,5,0,0
1474222957267,"443","51785",Tcp,1454,1454,5,0,0
1474222957268,"443","51785",Tcp,1454,1454,5,0,0
1474222957268,"51785","443",Tcp,54,54,5,0,0
1474222957269,"443","51785",Tcp,1454,1454,5,0,0
1474222957270,"443","51785",Tcp,1454,1454,5,0,0
1474222957271,"51785","443",Tcp,54,54,5,0,0
1474222957272,"443","51785",Tcp,1454,1454,5,0,0
1474222957273,"443","51785",Tcp,1454,1454,5,0,0
1474222957273,"51785","443",Tcp,54,54,5,0,0
1474222957273,"443","51785",Tcp,887,887,5,0,0
1474222957288,"51797","443",Tcp,54,54,5,0,0
1474222957327,"51785","443",Tcp,54,54,5,0,0
1474222957383,"443","51785",Tcp,1454,1454,5,0,0
1474222957383,"443","51785",Tcp,183,183,5,0,0
1474222957383,"443","51785",Tcp,1454,1454,5,0,0
1474222957383,"51785","443",Tcp,54,54,5,0,0
1474222957383,"443","51785",Tcp,1302,1302,5,0,0
1474222957383,"51785","443",Tcp,54,54,5,0,0
1474222957384,"443","51785",Tcp,1454,1454,5,0,0
1474222957385,"443","51785",Tcp,1454,1454,5,0,0
1474222957385,"51785","443",Tcp,54,54,5,0,0
1474222957386,"443","51785",Tcp,1454,1454,5,0,0
1474222957388,"443","51785",Tcp,1454,1454,5,0,0
1474222957388,"51785","443",Tcp,54,54,5,0,0
1474222957389,"443","51785",Tcp,1454,1454,5,0,0
1474222957390,"443","51785",Tcp,1454,1454,5,0,0
1474222957390,"51785","443",Tcp,54,54,5,0,0
1474222957391,"443","51785",Tcp,1454,1454,5,0,0
1474222957392,"443","51785",Tcp,1454,1454,5,0,0
1474222957392,"51785","443",Tcp,54,54,5,0,0
1474222957394,"443","51785",Tcp,1454,1454,5,0,0
1474222957394,"443","51785",Tcp,1315,1315,5,0,0
1474222957395,"51785","443",Tcp,54,54,5,0,0
1474222957396,"443","51785",Tcp,1454,1454,5,0,0
1474222957397,"443","51785",Tcp,1302,1302,5,0,0
1474222957397,"51785","443",Tcp,54,54,5,0,0
1474222957398,"443","51785",Tcp,1454,1454,5,0,0
1474222957398,"443","51785",Tcp,183,183,5,0,0
1474222957398,"51785","443",Tcp,54,54,5,0,0
1474222957399,"443","51785",Tcp,1454,1454,5,0,0
1474222957400,"443","51785",Tcp,1198,1198,5,0,0
1474222957400,"51785","443",Tcp,54,54,5,0,0
1474222957402,"443","51785",Tcp,1116,1116,5,0,0
1474222957402,"443","51785",Tcp,378,378,5,0,0
1474222957402,"51785","443",Tcp,54,54,5,0,0
1474222957404,"443","51785",Tcp,1454,1454,5,0,0
1474222957404,"443","51785",Tcp,183,183,5,0,0
1474222957404,"51785","443",Tcp,54,54,5,0,0
1474222957404,"443","51785",Tcp,1454,1454,5,0,0
1474222957404,"443","51785",Tcp,1296,1296,5,0,0
1474222957405,"51785","443",Tcp,54,54,5,0,0
1474222957407,"443","51785",Tcp,1454,1454,5,0,0
1474222957449,"443","51785",Tcp,1454,1454,5,0,0
1474222957449,"51785","443",Tcp,54,54,5,0,0
1474222957451,"443","51785",Tcp,1454,1454,5,0,0
1474222957451,"443","51785",Tcp,1454,1454,5,0,0
1474222957451,"51785","443",Tcp,54,54,5,0,0
1474222957453,"443","51785",Tcp,1454,1454,5,0,0
1474222957455,"443","51785",Tcp,1454,1454,5,0,0
1474222957455,"51785","443",Tcp,54,54,5,0,0
1474222957455,"443","51785",Tcp,1454,1454,5,0,0
1474222957456,"443","51785",Tcp,1454,1454,5,0,0
1474222957456,"51785","443",Tcp,54,54,5,0,0
1474222957458,"443","51785",Tcp,1454,1454,5,0,0
1474222957459,"443","51785",Tcp,1454,1454,5,0,0
1474222957459,"51785","443",Tcp,54,54,5,0,0
1474222957462,"443","51785",Tcp,1454,1454,5,0,0
1474222957463,"443","51785",Tcp,1454,1454,5,0,0
1474222957463,"51785","443",Tcp,54,54,5,0,0
1474222957464,"443","51785",Tcp,1454,1454,5,0,0
1474222957464,"443","51785",Tcp,1454,1454,5,0,0
1474222957465,"51785","443",Tcp,54,54,5,0,0
1474222957466,"443","51785",Tcp,1454,1454,5,0,0
1474222957466,"443","51785",Tcp,1454,1454,5,0,0
1474222957466,"51785","443",Tcp,54,54,5,0,0
1474222957468,"443","51785",Tcp,1454,1454,5,0,0
1474222957469,"443","51785",Tcp,1454,1454,5,0,0
1474222957469,"51785","443",Tcp,54,54,5,0,0
1474222957471,"443","51785",Tcp,1454,1454,5,0,0
1474222957471,"443","51785",Tcp,1454,1454,5,0,0
1474222957471,"51785","443",Tcp,54,54,5,0,0
1474222957473,"443","51785",Tcp,1454,1454,5,0,0
1474222957474,"443","51785",Tcp,1454,1454,5,0,0
1474222957474,"51785","443",Tcp,54,54,5,0,0
1474222957475,"443","51785",Tcp,1454,1454,5,0,0
1474222957475,"443","51785",Tcp,340,340,5,0,0
1474222957475,"51785","443",Tcp,54,54,5,0,0
1474222957527,"51793","443",Tcp,66,66,8,0,0
1474222957542,"443","51793",Tcp,66,66,8,0,0
1474222957542,"51793","443",Tcp,54,54,5,0,0
1474222957683,"54154","443",Udp,187,187,8,0,0
1474222957952,"51789","443",Tcp,107,107,5,0,0
1474222957952,"51789","443",Tcp,104,104,5,0,0
1474222957952,"51789","443",Tcp,96,96,5,0,0
1474222957954,"51789","443",Tcp,427,427,5,0,0
1474222957959,"443","54154",Udp,126,126,8,0,0
1474222957966,"443","51789",Tcp,122,122,5,0,0
1474222957967,"443","51789",Tcp,92,92,5,0,0
1474222957967,"51789","443",Tcp,54,54,5,0,0
1474222957971,"51789","443",Tcp,92,92,5,0,0
1474222957974,"443","51789",Tcp,60,60,5,0,0
1474222957974,"443","51789",Tcp,234,234,5,0,0
1474222957975,"443","51789",Tcp,1173,1173,5,0,0
1474222957975,"51789","443",Tcp,54,54,5,0,0
1474222958025,"443","51789",Tcp,60,60,5,0,0
1474222958029,"443","54154",Udp,1392,1392,8,0,0
1474222958030,"443","54154",Udp,77,77,8,0,0
1474222958030,"54154","443",Udp,83,83,8,0,0
1474222958550,"53571","53",Udp,85,85,8,0,0
1474222958568,"53","53571",Udp,544,544,8,0,0
1474222958568,"51801","443",Tcp,66,66,8,0,0
1474222958579,"50832","53",Udp,88,88,8,0,0
1474222958580,"51789","443",Tcp,246,246,5,0,0
1474222958583,"51789","443",Tcp,246,246,5,0,0
1474222958588,"443","51801",Tcp,66,66,8,0,0
1474222958588,"51801","443",Tcp,54,54,5,0,0
1474222958590,"51801","443",Tcp,242,242,5,0,0
1474222958595,"53","50832",Udp,554,554,8,0,0
1474222958596,"51802","443",Tcp,66,66,8,0,0
1474222958597,"443","51789",Tcp,60,60,5,0,0
1474222958598,"443","51789",Tcp,234,234,5,0,0
1474222958599,"443","51789",Tcp,1317,1317,5,0,0
1474222958599,"51789","443",Tcp,54,54,5,0,0
1474222958602,"443","51789",Tcp,234,234,5,0,0
1474222958603,"443","51789",Tcp,1253,1253,5,0,0
1474222958603,"51789","443",Tcp,54,54,5,0,0
1474222958606,"443","51801",Tcp,60,60,5,0,0
1474222958607,"443","51801",Tcp,1454,1454,5,0,0
1474222958609,"443","51801",Tcp,1454,1454,5,0,0
1474222958609,"51801","443",Tcp,54,54,5,0,0
1474222958611,"443","51801",Tcp,1350,1350,5,0,0
1474222958611,"443","51802",Tcp,66,66,8,0,0
1474222958611,"51802","443",Tcp,54,54,5,0,0
1474222958614,"51802","443",Tcp,245,245,5,0,0
1474222958625,"443","51801",Tcp,1454,1454,5,0,0
1474222958625,"51801","443",Tcp,54,54,5,0,0
1474222958625,"443","51801",Tcp,595,595,5,0,0
1474222958630,"443","51802",Tcp,60,60,5,0,0
1474222958634,"443","51802",Tcp,1454,1454,5,0,0
1474222958634,"443","51802",Tcp,1454,1454,5,0,0
1474222958634,"51802","443",Tcp,54,54,5,0,0
1474222958635,"443","51802",Tcp,1350,1350,5,0,0
1474222958650,"443","51802",Tcp,1454,1454,5,0,0
1474222958650,"51802","443",Tcp,54,54,5,0,0
1474222958650,"443","51802",Tcp,595,595,5,0,0
1474222958669,"51801","443",Tcp,180,180,5,0,0
1474222958672,"51802","443",Tcp,180,180,5,0,0
1474222958686,"443","51801",Tcp,312,312,5,0,0
1474222958686,"51801","443",Tcp,107,107,5,0,0
1474222958686,"51801","443",Tcp,104,104,5,0,0
1474222958686,"51801","443",Tcp,96,96,5,0,0
1474222958686,"51801","443",Tcp,373,373,5,0,0
1474222958691,"443","51802",Tcp,312,312,5,0,0
1474222958691,"51802","443",Tcp,107,107,5,0,0
1474222958691,"51802","443",Tcp,104,104,5,0,0
1474222958691,"51802","443",Tcp,96,96,5,0,0
1474222958692,"51802","443",Tcp,402,402,5,0,0
1474222958701,"443","51801",Tcp,122,122,5,0,0
1474222958702,"443","51801",Tcp,92,92,5,0,0
1474222958703,"51801","443",Tcp,54,54,5,0,0
1474222958704,"51801","443",Tcp,92,92,5,0,0
1474222958706,"443","51801",Tcp,60,60,5,0,0
1474222958709,"443","51802",Tcp,122,122,5,0,0
1474222958709,"51802","443",Tcp,92,92,5,0,0
1474222958709,"443","51802",Tcp,92,92,5,0,0
1474222958715,"443","51801",Tcp,848,848,5,0,0
1474222958716,"443","51801",Tcp,1454,1454,5,0,0
1474222958716,"51801","443",Tcp,54,54,5,0,0
1474222958717,"443","51801",Tcp,1454,1454,5,0,0
1474222958718,"443","51801",Tcp,1454,1454,5,0,0
1474222958718,"51801","443",Tcp,54,54,5,0,0
1474222958719,"443","51801",Tcp,1454,1454,5,0,0
1474222958721,"443","51801",Tcp,1454,1454,5,0,0
1474222958721,"51801","443",Tcp,54,54,5,0,0
1474222958722,"443","51801",Tcp,1454,1454,5,0,0
1474222958723,"443","51801",Tcp,1454,1454,5,0,0
1474222958723,"51801","443",Tcp,54,54,5,0,0
1474222958725,"443","51801",Tcp,1454,1454,5,0,0
1474222958725,"443","51801",Tcp,1454,1454,5,0,0
1474222958725,"51801","443",Tcp,54,54,5,0,0
1474222958726,"443","51801",Tcp,1454,1454,5,0,0
1474222958728,"443","51801",Tcp,1454,1454,5,0,0
1474222958728,"51801","443",Tcp,54,54,5,0,0
1474222958729,"443","51801",Tcp,1454,1454,5,0,0
1474222958730,"443","51801",Tcp,1454,1454,5,0,0
1474222958731,"51801","443",Tcp,54,54,5,0,0
1474222958731,"443","51801",Tcp,1454,1454,5,0,0
1474222958732,"443","51801",Tcp,1454,1454,5,0,0
1474222958732,"51801","443",Tcp,54,54,5,0,0
1474222958732,"443","51801",Tcp,310,310,5,0,0
1474222958733,"443","51802",Tcp,60,60,5,0,0
1474222958733,"443","51802",Tcp,92,92,5,0,0
1474222958733,"51802","443",Tcp,66,66,8,0,0
1474222958742,"443","51802",Tcp,253,253,5,0,0
1474222958742,"51802","443",Tcp,54,54,5,0,0
1474222958744,"443","51802",Tcp,1454,1454,5,0,0
1474222958745,"443","51802",Tcp,1454,1454,5,0,0
1474222958745,"51802","443",Tcp,54,54,5,0,0
1474222958749,"443","51802",Tcp,1454,1454,5,0,0
1474222958754,"443","51801",Tcp,310,310,5,0,0
1474222958754,"51801","443",Tcp,66,66,8,0,0
1474222958757,"443","51802",Tcp,1454,1454,5,0,0
1474222958757,"51802","443",Tcp,54,54,5,0,0
1474222958758,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"51802","443",Tcp,54,54,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"51802","443",Tcp,54,54,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"51802","443",Tcp,54,54,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"443","51802",Tcp,1454,1454,5,0,0
1474222958766,"51802","443",Tcp,54,54,5,0,0
1474222958768,"443","51802",Tcp,1454,1454,5,0,0
1474222958778,"443","51802",Tcp,1454,1454,5,0,0
1474222958778,"51802","443",Tcp,54,54,5,0,0
1474222958780,"443","51802",Tcp,1454,1454,5,0,0
1474222958782,"443","51802",Tcp,1454,1454,5,0,0
1474222958782,"51802","443",Tcp,54,54,5,0,0
1474222958783,"443","51802",Tcp,1454,1454,5,0,0
1474222958784,"443","51802",Tcp,1454,1454,5,0,0
1474222958784,"51802","443",Tcp,54,54,5,0,0
1474222958786,"443","51802",Tcp,1454,1454,5,0,0
1474222958787,"443","51802",Tcp,1454,1454,5,0,0
1474222958787,"51802","443",Tcp,54,54,5,0,0
1474222958788,"443","51802",Tcp,1454,1454,5,0,0
1474222958789,"443","51802",Tcp,1454,1454,5,0,0
1474222958789,"51802","443",Tcp,54,54,5,0,0
